,0
dreamless,0
aggregates,0
displayed,0
mahomet,0
mocketh,0
pleasant,0
illusion,0
dissolved,0
dhamma,0
identity,0
costly,0
separation,0
frivolous,0
laughingstock,0
borders,0
feign,0
sendeth,0
penetrable,0
disgraced,0
steadies,0
equivalent,0
ministry,0
begged,0
enlighteneth,0
thence,2
ceaselessly,0
crouch,0
driver,0
full,5
ants,0
affirmations,0
discomfort,0
joining,0
flax,0
intuitional,0
perverteth,0
club,0
causes,0
grape,0
embodying,0
sinews,0
needles,0
knows,0
nowhere,0
houses,1
basin,0
employment,0
expedient,0
omen,0
flushes,0
naming,0
murders,0
temperate,0
morsel,0
spirit,15
diviner,0
magnified,0
brimful,0
base,0
flash,0
knowers,0
artificers,0
root,0
whirlwinds,0
laden,0
disciples,0
referred,0
channel,0
food,0
accrue,0
schismatical,0
ago,0
burn,0
equanimous,0
purpose,0
pratyagatman,0
whilst,0
goal,0
theory,0
departs,1
fleetness,0
compare,0
opposition,0
distress,0
incensed,0
getteth,0
sansara,0
thrust,0
merely,1
advantage,2
worship,0
forgeth,0
wilful,0
pentapolis,0
vigour,0
churlishness,0
interior,0
contradistinction,0
honours,0
sureties,0
cattle,0
temporary,0
murder,0
condition,1
concerned,0
marbles,0
chosen,0
upanishads,0
creatures,0
live,4
naturalist,0
tabernacles,0
sully,0
definite,0
measure,0
position,0
hot,0
practice,0
doings,0
explain,1
farreaching,0
attribute,0
minutest,0
unwinding,0
naves,0
longlived,0
urinating,0
shalt,3
earnest,0
electrons,0
nights,0
cheerful,0
contemplation,0
obtained,0
net,1
bound,0
herb,0
brahmana,0
thou,26
savatthi,0
torrent,0
coordinated,0
blood,0
spacious,0
perverse,1
admonish,0
simpler,0
complete,0
wrestled,0
bashfulness,0
dares,0
manifested,0
assemblies,0
holocaust,0
awakes,0
wronging,0
counts,0
manifold,0
emblem,0
meddle,0
continent,0
submit,0
excessive,1
moving,0
surely,0
nest,0
extremes,0
nostrils,0
analysis,0
delighteth,0
blamed,0
wave,0
accused,1
palate,0
amended,0
cessation,0
complaint,1
lending,0
allknowing,0
lift,1
inclining,0
briefly,0
nexus,0
thing,9
assuredly,0
gait,0
meddleth,0
lifespan,0
tilleth,0
accustoming,0
bowels,0
wordsworth,0
correction,1
conquers,0
notices,0
searched,0
lovedst,0
loud,0
reacheth,0
greed,0
swords,0
meddling,0
sutras,0
angelic,0
entreaty,0
semblance,0
materialistic,0
concurring,0
retailer,0
feces,0
lovest,1
classified,0
prayest,0
arrogancy,0
thinly,0
deserveth,0
unwearying,0
pleasures,0
remembers,0
orderly,0
sustained,0
knoweth,8
doom,0
total,0
rewards,0
subtlest,0
err,0
vantage,0
dealer,0
reflecting,0
bud,0
mourn,1
negligence,0
egyptians,0
renowned,0
ceased,0
retract,0
reckoned,0
emotions,0
neglecteth,1
maintaineth,0
placed,0
ensnared,0
spiritually,0
solution,0
kinds,1
jivas,0
tonguesphere,0
beautified,0
parting,0
quality,0
fulfilment,0
moves,0
showers,0
nine,0
troubleth,1
nutriments,0
mingling,0
resemblances,0
train,0
examine,0
niggardliness,0
gain,0
byword,0
secondary,0
perish,0
stage,0
luminous,0
waged,0
attention,0
shrine,0
spent,0
procedure,0
stressfulness,0
ancients,0
contemplatives,0
confoundeth,0
centres,0
unanimous,0
eloquent,0
commentator,0
becoming,0
uneasy,0
stability,0
elegantlooking,0
shin,0
divinity,0
major,0
sakes,0
beating,0
region,0
mitigated,0
impudence,0
worldview,0
divines,0
blossoms,0
qualities,0
removeth,1
ferreted,0
centre,0
revealer,0
creates,0
denoting,0
perceive,0
contemplative,0
for,0
undivided,0
coins,0
birds,2
smallest,0
dart,0
possessed,0
inclines,0
thinks,0
everlasting,0
side,1
beholds,0
temper,0
plant,1
overturned,0
beds,0
physician,0
remnant,0
forward,1
candy,0
rapines,0
hinges,0
remote,0
teachings,0
distance,1
wronged,0
realized,0
gautama,0
draweth,0
mayest,0
seldom,0
unmanageable,0
simile,0
posts,0
real,0
snorteth,0
faster,0
mockery,0
inculcate,0
hides,0
vessels,1
anteroom,0
carrying,0
hired,0
blissful,0
procure,1
vanquishes,0
objects,0
kinsman,0
fivefold,0
mahat,0
mitre,0
kindly,0
insist,0
sent,0
fourfold,0
onepointedness,0
sudden,0
forecasteth,0
mortal,0
petition,0
named,0
disclose,0
observer,0
fourth,0
chooseth,0
trembled,0
onias,0
bethhoron,0
rest,3
book,0
paradoxical,0
betweenthetwo,0
calculates,0
good,22
kindleth,0
visit,0
purged,0
voices,0
supremacy,0
upholds,0
encompassed,0
oath,1
coat,0
grain,0
kids,0
sackcloth,0
likeness,0
reproducing,0
christ,0
tyranny,0
injustices,0
flight,0
overwhelmeth,0
method,0
devised,0
actings,0
spark,0
feed,0
unthankful,0
much,12
property,0
altar,0
changeable,0
drinking,0
risen,0
sky,0
original,0
persecutors,0
hide,0
tendons,0
earring,0
famine,0
israelites,0
supporting,0
irreverence,0
accusation,0
downward,2
nearer,0
needy,0
bitterest,0
styled,0
renew,0
priestly,0
clothe,0
flit,0
oilofthejoints,0
solace,0
dye,0
frogs,0
tookest,0
mouth,4
grindeth,0
fleshless,0
child,4
lifework,0
conditions,0
shamefaced,0
avyaktam,0
pay,2
horses,1
variations,0
day,6
accord,0
undecaying,0
merciless,0
belieth,0
unholiness,0
vapours,0
painpain,0
protested,0
speaking,1
sparks,0
allencircling,0
deluded,0
rivalry,0
crouching,0
stayed,0
strangers,0
turns,0
someone,0
raising,0
paschal,0
whole,1
showed,0
chief,0
delicately,0
universal,0
soullife,0
sacred,0
dissembler,0
mansions,0
samadhi,0
facet,0
sacrificeth,0
virgin,0
livid,0
buds,0
renown,0
rude,0
unites,0
gen,0
naught,0
lack,0
sanctification,0
fire,1
double,0
unfit,0
stumble,0
ignoble,0
devising,0
resolve,0
sinlessness,0
justify,0
wellguarded,0
dwellest,0
unpretentious,0
unhampered,0
stirred,0
sinful,0
body,1
robe,0
outermost,0
fruitless,3
siva,0
slanderous,0
proceeding,1
tastes,0
tempest,0
chain,0
beantiful,0
leaves,0
clods,0
reason,3
apprentice,0
sincerely,0
tokens,0
suddenly,1
implies,0
deceive,0
contend,1
white,1
breadth,0
daytime,0
thrown,0
senators,0
mischiefs,0
expressing,0
pocket,0
tradition,0
blindeth,0
sometimes,2
times,5
arrayed,0
ravens,0
blindness,0
denying,0
nations,0
firesacrifice,0
simply,0
presented,0
dependence,0
meditations,0
cheereth,0
borderer,0
birthless,0
preferably,1
laws,0
penetrative,0
relative,0
plagues,0
vanquished,0
testimony,0
effected,0
letter,0
offendicula,0
frames,0
meditating,0
wicked,11
instance,0
deva,0
covetousness,0
piece,0
third,0
consecrated,0
potency,0
renewal,0
stick,0
mightily,0
harmony,0
conferring,0
nonexistence,0
consoling,0
elude,0
patanjali,0
godvision,0
breathing,0
suppresseth,0
ancestor,0
nosesphere,0
boast,0
surface,0
chanted,0
composed,0
permeates,0
judge,2
choice,0
brahmacharya,0
obituaries,0
riotous,0
misfortune,0
unpervaded,0
dispersed,0
darkness,4
rebellious,0
swiftness,0
morning,2
showing,0
indigo,0
mindborn,0
avidya,0
vineyards,1
enlarged,0
belief,0
angels,0
ant,0
attended,0
congregation,0
rule,1
characteristics,0
values,0
spontaneous,0
simon,0
sends,0
accumulation,0
force,0
emancipation,0
pitcher,1
determinative,0
baneful,0
fighting,0
fathers,0
frame,0
reneweth,0
desirer,0
disregard,0
undertakes,0
olden,0
naturalists,0
clingingsustenance,0
vermilion,0
shorten,0
preoccupation,0
clay,0
dry,0
imprisoned,0
aloud,0
entangles,0
irons,0
merchandise,0
vayu,0
reproved,0
nets,0
clemency,0
sick,0
frequent,1
offereth,1
hearts,1
streets,0
composition,0
petty,0
affairs,0
grace,6
bondages,0
drunken,0
snake,0
crystal,0
converted,0
despised,1
earcontact,0
considering,1
yoke,0
plans,0
rabbit,0
shock,0
ancient,0
moved,0
effective,0
waning,0
abhorred,0
fulfil,0
potent,0
regular,0
countervail,0
therewith,1
shooteth,0
eaters,0
unfaithfulness,0
counteth,0
destructible,0
beats,0
armour,0
casting,0
offended,0
creatively,0
amends,0
remnants,0
prodigies,0
humiliation,0
increases,0
pierces,0
pestle,0
unestablished,0
devour,0
success,0
desireth,1
maidservants,1
balance,0
refresh,0
darwin,0
craft,0
flames,0
sensuality,0
worshipful,0
assert,0
courageously,0
swaddling,0
still,1
intent,0
suffereth,0
composure,0
friendly,0
madness,0
empty,0
abidingplace,0
smith,0
fit,0
agreement,0
arms,0
fish,0
instructeth,0
migration,0
bray,0
possessors,0
reflections,0
said,13
arm,0
grasping,0
savoring,0
depth,1
ear,1
shepherd,1
clans,0
crib,0
moderate,2
wore,0
bath,0
term,0
sensual,0
bathman,0
hating,0
justice,3
healed,0
saw,10
extending,0
swearing,0
repaired,0
wearing,0
reaps,0
diligence,0
storax,0
repeateth,0
pessimism,0
indulgence,0
disposest,0
today,0
austerities,0
concentrated,0
surname,0
sword,0
infamy,0
fatherless,0
prophets,0
saviour,0
claims,0
lion,1
valiant,0
diverse,0
rudiments,0
suspected,0
timeliness,0
standing,0
sold,0
learned,5
season,2
lifeincreasing,0
confirmed,0
aright,0
attracts,0
unknown,0
wandereth,0
plies,0
strategy,0
mothers,0
wrath,1
preeminence,0
notes,0
craving,0
commentators,1
provideth,0
adversaries,0
members,0
we,0
quenching,0
provoketh,0
wounded,1
rejects,0
stroke,0
believeth,0
overfloweth,0
stupid,1
touchless,0
steadfastness,0
rhinoceros,0
seconds,0
interpreter,0
bringing,0
aloof,0
confounded,0
minister,0
school,0
destroyeth,0
rottenness,0
vibration,0
instructions,0
creature,0
complain,0
manifestly,0
precept,0
horrified,0
partings,0
bedding,0
echo,0
proceed,0
o,0
size,0
jesus,0
assent,0
unable,0
longs,0
graven,0
control,0
desiring,0
shine,0
axle,0
translated,0
fugitives,0
generally,0
threeand,0
safety,0
aimed,0
forgetfulness,0
passages,0
correcting,0
joyfully,1
form,0
anytime,0
indigence,0
jerusalem,5
escapeth,0
dragon,0
forsake,0
detail,0
withdraw,2
fixedly,0
series,0
incontinence,0
either,0
obdurate,0
rests,0
unholy,0
classify,0
hears,0
penetrated,0
erect,0
bread,4
assumption,0
advantageous,0
merciful,0
poisonous,0
neck,0
perfected,0
officers,0
coarising,0
prevailed,0
appointed,0
vaunts,0
lessening,0
overtake,0
regions,0
commence,0
beholder,0
dread,1
renounced,1
alms,0
running,1
challenge,0
egotism,0
intermeddle,0
plain,0
unhappy,0
nonaction,0
eloquence,0
profitable,4
runnest,0
neer,0
creative,0
forest,0
hypocrisy,0
means,0
circuit,0
environment,0
exiled,0
prophecy,0
wins,0
contention,0
aboundeth,0
brightness,0
redlotus,0
nettles,0
restoreth,1
happy,0
eschew,0
hedge,1
chaseth,0
occultism,0
bracelet,0
superseded,0
fools,7
wills,0
affection,0
robbers,0
selective,0
twelve,0
dominance,0
hunger,0
coats,0
defile,0
lots,0
misconduct,0
limbo,0
two,4
mindpictures,0
shoot,0
henoch,0
settled,0
apace,0
change,1
follow,3
irregular,0
mitigate,0
requirements,0
suggestion,0
accomplished,0
mourners,1
contribution,0
stammering,0
sifteth,0
somewhat,0
amenable,0
rearing,0
town,0
auddalaki,0
scrupulous,0
stores,0
wormwood,0
notably,0
resembling,0
elegance,0
eternally,0
brought,2
expanded,0
endowed,0
administer,0
hindrance,0
observeth,1
roofed,0
obtainable,0
produced,0
alert,0
lifeforce,0
dissonant,0
xi,0
lusts,0
indifference,0
divers,0
magical,0
ardent,0
guarding,0
delighted,0
fitness,0
drown,0
blindly,0
hateth,0
idealists,0
precisely,0
listened,0
hereafter,2
asserts,0
slumber,0
confining,0
wonders,0
discover,0
wood,1
issueth,0
linen,0
realised,0
everpure,0
hind,0
opposing,0
unreleased,0
might,5
rehearse,0
maker,2
doctor,0
whither,1
insipid,0
bloweth,0
arouse,0
goods,2
tortured,0
apart,0
guile,0
unquestioning,0
festering,0
messenger,1
entertain,0
rejoiceth,0
externally,0
wall,0
inquisitive,0
discovered,0
believes,0
sounds,0
strong,2
ibid,0
vomiter,0
proper,0
aspects,0
accidents,0
interplay,0
finer,0
miraculous,0
boundless,0
praiseth,0
unloose,0
passion,0
beggary,0
sections,0
walking,1
bewildered,0
sinner,4
birth,1
cleanness,0
jaw,0
thinking,0
distinguishes,0
stain,0
clothing,0
become,3
who,0
tarry,0
count,0
briars,0
pilgrimage,1
duties,0
meanings,0
fruit,2
east,0
quiver,0
measuring,0
orbit,0
brother,1
close,0
nonbecoming,0
acknowledge,0
cloak,0
lighting,0
infamous,0
long,2
thee,6
graves,0
merge,0
disorderly,0
ignorances,0
hoarse,0
acquires,0
feast,2
joylessness,0
pretty,0
agrees,0
scared,0
ashes,0
establishment,0
momentary,0
churches,0
rulest,0
slowest,0
transformer,0
unassailable,0
interest,0
dyer,0
impatiently,0
pouring,0
indulge,0
unbecome,0
experienced,0
ride,0
protecting,0
indiscreet,0
ananda,0
falleth,1
completes,0
feelingness,0
guiding,0
cure,0
range,0
fir,0
navel,0
leaving,0
shameful,0
establish,0
charging,0
flattering,0
activities,0
justified,0
bias,0
similarly,0
overcometh,0
mankind,0
availeth,0
arrows,0
perpetual,0
lighten,0
pick,0
death,8
impudent,0
labourers,0
miraculously,0
destroyed,1
shouldst,1
temporal,1
breasts,0
trustworthy,0
exclude,1
striving,0
socalled,0
discrimination,0
channels,0
contrary,0
dispensed,0
breaking,0
thorns,1
borroweth,0
worshippers,0
frighten,0
unsalty,0
inhibiting,0
praiseworthy,0
liar,0
drifted,0
gluttons,0
field,0
healthful,0
sem,0
chose,0
reached,0
unravel,0
warrior,0
goes,0
seem,0
restlessness,0
movements,0
commenced,0
seemeth,0
rebirth,0
pretend,0
lizard,0
indescribable,0
exclusive,0
drunk,0
sell,0
lightnings,0
paradise,0
mine,1
lamb,0
feeds,0
dealeth,0
beginningless,0
boards,0
contrivances,0
associate,0
separated,0
stripes,0
employ,0
forwards,0
breaths,0
punishment,0
solomon,0
imagined,0
imprison,0
reborn,0
habits,0
vow,2
reprobate,0
mingles,0
lotibid,0
ropes,0
plenty,0
pearl,0
triumpheth,0
requite,0
whetted,0
evaluated,0
supplements,0
aspect,0
fashion,0
wrote,1
judges,0
difficulties,0
myriad,0
clingingaggregates,0
numbered,0
ripples,0
wait,0
manifestations,0
glutted,0
abyss,0
scan,0
executing,0
dislike,0
obedient,0
fervour,0
awakened,0
companionship,0
poise,0
marvellously,0
delivered,2
uphill,0
warmed,1
going,0
implements,0
fretful,0
slothfulness,1
veil,0
countenance,2
labourer,0
fermentations,0
continuing,0
written,0
allwisdom,0
deserve,0
offering,0
commandments,3
selfexpression,0
impersonal,0
bowed,0
leadeth,0
hailstones,0
musical,0
commanded,0
counsellor,0
husbandry,0
delusions,0
endeavoureth,0
bottom,0
laments,0
deceitfully,0
enlarge,0
varied,0
pungent,0
increased,0
avowedly,0
plague,0
contempt,1
meetest,0
actually,0
longest,0
gymnastics,0
besought,0
mind,11
declareth,0
working,0
causing,0
festivals,0
peoples,0
sieve,0
positive,0
uma,0
principle,0
training,0
shraddha,0
break,0
beyond,1
nonessential,0
sojournment,0
sir,0
morass,0
consumeth,0
orpiment,0
magicians,0
duration,0
infallibly,0
dhammadinna,0
compared,0
patriarchs,0
receivers,0
smiled,0
lowness,0
conversation,0
gems,0
desirable,0
miracles,0
wiser,1
levitation,0
willeth,0
originator,0
us,2
competition,0
evenly,0
tender,0
accurate,0
touches,0
as,0
signification,0
literally,0
exceeding,0
seemly,0
natures,0
physically,0
blesseth,0
subtle,0
rash,0
unwillingly,0
arguments,0
religions,0
manhood,0
riseth,1
suggesting,0
reverence,0
unfabricated,0
rabsaces,0
pressed,0
afford,0
feels,0
sticks,0
facts,0
restoring,0
fly,0
jeremias,0
astonishment,0
emerson,0
salty,0
example,0
unsurpassed,0
sesame,0
pleura,0
entrails,0
ordinary,0
footmen,0
earsphere,0
concussion,0
universe,0
eagerly,0
thanksgiving,0
foremost,0
majestic,0
time,42
thoroughbreds,0
wholehearted,0
binder,0
sympathy,0
pineal,0
fullness,0
expressed,0
dressed,0
hideth,0
approved,0
crossing,0
kill,1
changed,0
earthy,0
entanglement,0
lieth,0
geese,0
flaming,0
fever,0
represented,0
inhabited,0
soundless,0
vexation,9
illuminated,0
screen,0
penetrating,0
permutations,0
hopeless,0
replies,0
originating,0
author,0
scribe,0
liberate,0
preoccupied,0
skilled,0
required,0
wrangle,0
agelong,0
protect,0
bodysphere,0
snout,0
ruins,0
thig,0
profane,0
internal,0
teeth,0
virginity,0
approach,0
whatever,0
jealous,0
next,0
earnestness,0
loves,0
custom,0
elegant,0
leadest,0
worldmind,0
boasters,0
gulf,0
abandoned,0
nosecontact,0
wakeful,0
habitation,0
sustenance,0
clumsy,0
published,0
covert,0
elbow,0
rational,0
remembering,0
rules,0
bare,0
reconciles,0
wrapped,0
fresh,0
smeared,0
storeys,0
grudge,0
feudal,0
din,0
allseeing,0
logos,0
pretendeth,0
dumb,0
moral,0
furnish,0
talebearer,0
occasions,0
young,3
wornout,0
gloomy,0
ignominy,0
assyrians,0
haste,1
useth,0
fountain,1
turn,1
verbal,0
rod,0
moods,0
done,14
orator,0
invite,0
confidently,0
hay,0
resort,0
violence,1
ransom,0
hissing,0
aspirations,0
discern,0
pursuing,0
operations,0
lengthened,0
sorts,0
sole,0
feeble,0
oer,0
excel,1
insect,0
beset,0
eaten,0
drunkenness,0
favourable,0
opposed,0
al,0
down,0
traveller,0
fifth,0
laying,0
delay,0
removal,0
disease,0
discourse,1
shortly,0
please,2
completed,0
leaning,0
worms,0
parent,0
knowledgeable,0
sought,1
progress,0
arisen,0
tribute,0
liver,0
dress,0
private,1
wells,0
choke,0
overlook,0
semitic,0
fame,0
studied,0
lead,0
healing,0
bellys,0
liveth,2
key,0
intellectual,0
left,2
race,1
tyrant,0
jerk,0
storehouses,0
fixing,0
fabrications,0
province,1
keepers,1
disputes,0
remembereth,0
transformed,0
quiet,0
concomitants,0
based,0
mistake,0
admired,0
jhana,0
designed,0
foldeth,1
extrication,0
thwart,0
agingaging,0
satisfy,0
repenting,0
possible,0
cast,3
forlorn,0
letting,0
ignores,0
fuller,0
temptations,0
correlative,0
wash,0
chambers,0
runneth,0
acquit,0
finding,0
silversmiths,0
group,0
inspireth,0
cautious,0
foetus,0
living,8
shall,89
event,0
perversion,0
burneth,0
sad,0
rapid,0
attemper,0
knotted,0
obvious,0
conquer,0
carries,0
occurred,0
bone,0
treacherous,0
stretched,0
trusteth,0
influences,0
sandy,0
cease,2
gains,0
declaration,0
sinking,0
receiveth,0
tormented,1
pits,0
hydrogen,0
closing,0
remitted,0
regarding,0
hunting,0
restrained,0
downfall,0
girded,0
apt,0
flame,0
elect,0
lovable,0
senses,1
longing,0
wailing,0
seeing,1
thyself,0
wets,0
gravity,0
helpless,0
persistence,0
justices,0
ignorance,0
sheep,1
gratification,0
talkative,0
storms,0
infatuation,0
potential,0
flood,0
tithes,0
firesacrifices,0
prediction,0
redemption,0
phlegm,0
iron,1
celibate,0
belonging,0
murdering,0
ears,0
shaken,0
existence,0
pulleth,0
marries,0
rejected,0
excels,0
karma,0
nurse,0
lucid,0
hundredfold,0
wrong,0
personalities,0
classes,0
wheat,0
regardeth,0
directions,0
minutes,0
share,0
amid,0
pulled,0
eyesalve,0
denial,0
laborious,0
solidest,0
picked,0
unconquerable,0
enticeth,0
adulterers,0
discoveries,0
keenly,0
vishnu,0
permits,0
selfhood,0
husked,0
persons,0
withhold,0
cherished,0
evil,24
springwater,0
prudent,0
indra,0
putteth,0
conceive,0
principles,0
heed,0
obscurity,0
impetus,0
awake,0
envious,0
articulation,0
continence,0
multiplication,0
proud,0
perfumes,0
regulation,0
dropping,0
grieves,0
import,0
stored,0
cainibid,0
clingingaggregate,0
deemed,0
entering,0
fixed,0
meekness,0
judged,1
taken,3
tried,1
shortened,0
dwells,0
murderous,0
spreadeth,0
forces,0
spleen,0
synthesis,0
traces,0
parables,1
robbed,0
benefited,0
momentum,0
mollifying,0
fault,0
hate,0
favour,1
undefined,0
maketh,1
portrait,0
tigris,0
unveil,0
subdue,0
hard,2
refraineth,0
con,0
station,0
suffer,1
fervent,0
prototypes,0
passional,0
analogies,0
compliance,0
became,0
scars,0
immoderate,0
eye,1
comes,1
fettered,0
sodden,0
godly,0
memorial,0
appearing,0
contest,0
senseperception,0
vital,0
whip,0
worn,0
scarcely,0
naturepowers,0
dispute,0
chasten,0
perfectly,0
neglect,0
union,0
never,3
sadness,1
marry,0
stranger,1
lurks,0
infinitude,0
females,0
driveth,0
powers,0
unjustly,0
fearing,0
review,0
therefore,8
agitated,0
infinity,1
roses,0
iv,0
continual,0
killeth,0
outcome,0
desolate,0
includes,0
vibrates,0
atmosphere,0
reaches,0
comforting,0
prize,0
weapon,0
carpenter,0
dexterity,0
contact,0
statues,0
offendeth,0
heaped,1
oxygenation,0
unskillful,0
attaches,0
wipe,0
absolute,0
poison,0
artist,0
foundations,0
reproachfully,0
ruleth,1
dust,1
letteth,0
recognized,0
physics,0
makest,0
misplaced,0
draws,0
vanishes,0
strife,0
acquired,0
burnt,0
strike,0
factor,0
dynamic,0
gets,0
keenness,0
initiated,0
calmly,0
invoke,0
salute,0
act,0
intimations,0
folly,7
gratifying,0
plougheth,0
acquisitions,0
relation,0
disgrace,0
returns,0
soon,0
roughly,0
eyelids,0
camest,0
supplies,0
expectation,0
coals,0
picking,0
wondereth,0
contribute,0
sovereign,0
smelling,0
ideas,0
ephraim,0
pestilent,0
favours,0
wasps,0
putting,0
worm,0
sensible,0
terms,0
governing,0
trammels,0
confident,0
catcheth,0
knowest,4
intuition,0
upon,12
final,0
ponder,0
refuseth,0
circle,0
upheld,0
leaf,0
feeling,0
hardest,0
care,5
bitings,0
locust,1
likely,0
unrealized,0
elation,0
gay,0
cursed,0
violently,0
forgot,0
resolution,1
gallery,0
inadequate,0
checks,0
fading,0
judgment,6
muscle,0
hearers,0
orderest,0
twosided,0
blade,0
jar,0
messengers,0
aloes,0
upwardlife,0
weights,0
glories,0
formname,0
totally,0
falls,0
alertness,0
admonishest,0
satiety,0
fetters,0
crows,0
views,0
supersensuous,0
hardeneth,0
slave,0
tunes,0
boldness,0
cleansing,0
lover,0
ascent,0
ashamed,0
welltrained,0
sentenced,0
symbolized,0
cometh,2
moses,0
extensively,0
atomic,0
distract,0
governments,0
come,11
singing,2
instruments,0
individuals,0
midst,0
unknowledgeable,0
moment,0
boasteth,0
health,0
divining,0
worthless,0
reckoner,0
poised,0
departing,0
eyesphere,0
drop,1
observes,0
weed,0
glamour,0
peaceable,0
ephod,0
amount,0
tongue,0
indicates,0
terrible,0
fortitude,0
slight,0
away,8
result,0
singeth,0
pride,0
delicacies,0
